192.168.1.4,113.229.254.45,"[['110.250.160.1', ['6', '4', '9']], ['61.182.181.85', ['15', '11', '14']], ['219.158.115.13', ['30', '33', '29']], ['113.230.173.122', ['*', '34', '*']], ['218.25.240.246', ['*', '37', '35']], ['60.21.162.150', ['32', '32', '32']], ['113.229.254.45', ['31', '31', '30']]]"
192.168.1.4,202.116.160.17,"[['110.250.160.1', ['5', '18', '5']], ['61.182.180.129', ['14', '15', '15']], ['219.158.96.97', ['33', '30', '31']], ['219.158.119.250', ['32', '31', '31']], ['219.158.44.86', ['36', '40', '35']], ['101.4.118.41', ['41', '42', '37']], ['101.4.117.46', ['41', '40', '41']], ['101.4.117.41', ['57', '55', '87']], ['101.4.112.45', ['56', '57', '56']], ['101.4.114.61', ['60', '58', '58']], ['202.112.19.9', ['57', '56', '57']], ['210.38.0.90', ['56', '58', '56']], ['202.116.160.17', ['60', '59', '59']]]"
192.168.1.4,120.79.206.153,"[['110.250.160.1', ['6', '6', '4']], ['221.192.89.1', ['*', '5', '4']], ['61.182.181.89', ['12', '13', '13']], ['219.158.115.77', ['*', '*', '59']], ['157.148.0.166', ['43', '41', '44']], ['120.80.98.202', ['54', '50', '47']], ['112.95.237.198', ['46', '45', '48']], ['120.79.206.153', ['51', '52', '51']]]"
192.168.1.4,221.231.9.5,"[['110.250.160.1', ['6', '7', '6']], ['61.182.180.249', ['29', '29', '27']], ['219.158.100.62', ['28', '29', '27']], ['219.158.17.90', ['26', '33', '30']], ['202.97.89.229', ['38', '36', '*']], ['58.223.208.54', ['35', '*', '*']], ['218.92.142.109', ['34', '36', '35']], ['61.177.249.70', ['37', '48', '37']], ['221.231.9.5', ['37', '37', '38']]]"
192.168.1.4,202.112.192.195,"[['110.250.160.1', ['11', '5', '8']], ['221.192.89.37', ['6', '6', '6']], ['61.182.180.133', ['13', '15', '13']], ['219.158.5.130', ['29', '18', '33']], ['219.158.34.34', ['19', '20', '18']], ['101.4.116.65', ['16', '16', '17']], ['101.4.117.134', ['17', '17', '17']], ['202.112.192.195', ['19', '19', '19']]]"
192.168.1.4,14.119.123.196,"[['110.250.160.1', ['5', '5', '5']], ['221.192.89.1', ['*', '5', '5']], ['219.158.99.10', ['51', '46', '47']], ['202.97.81.41', ['53', '47', '47']], ['14.148.18.10', ['50', '47', '48']], ['14.148.19.46', ['204', '50', '50']], ['14.215.220.46', ['*', '47', '*']], ['14.119.123.196', ['63', '48', '48']], ['14.119.123.196', ['48', '47', '48']]]"
192.168.1.4,202.119.224.201,"[['110.250.160.1', ['8', '6', '6']], ['61.182.180.93', ['14', '14', '15']], ['219.158.96.97', ['31', '37', '33']], ['219.158.101.30', ['29', '30', '48']], ['211.102.30.15', ['39', '38', '40']], ['101.4.117.229', ['52', '40', '43']], ['101.4.118.114', ['38', '37', '37']], ['101.4.112.41', ['46', '43', '42']], ['101.4.116.97', ['47', '44', '44']], ['219.219.145.2', ['*', '*', '42']], ['219.219.147.142', ['46', '46', '56']], ['202.119.224.201', ['44', '45', '44']]]"
192.168.1.4,202.116.36.58,"[['110.250.160.1', ['5', '5', '5']], ['221.192.89.253', ['6', '*', '*']], ['61.182.180.85', ['13', '15', '15']], ['219.158.112.53', ['36', '34', '40']], ['219.158.113.198', ['32', '31', '*']], ['219.158.44.86', ['37', '36', '36']], ['101.4.118.41', ['38', '37', '36']], ['101.4.117.46', ['41', '39', '44']], ['101.4.117.41', ['57', '56', '56']], ['101.4.112.45', ['57', '56', '55']], ['101.4.114.61', ['56', '56', '56']], ['202.112.19.9', ['63', '57', '56']], ['210.38.0.42', ['58', '57', '59']], ['202.116.36.58', ['58', '57', '58']]]"
192.168.1.4,211.65.8.3,"[['110.250.160.1', ['5', '7', '6']], ['219.158.107.9', ['30', '27', '37']], ['219.158.101.26', ['29', '28', '29']], ['211.102.30.15', ['37', '35', '38']], ['101.4.117.193', ['36', '36', '34']], ['101.4.118.114', ['34', '34', '34']], ['101.4.112.41', ['41', '41', '40']], ['101.4.116.97', ['41', '41', '40']], ['219.219.146.2', ['*', '*', '43']], ['219.219.148.146', ['45', '45', '44']], ['219.219.148.222', ['*', '46', '52']], ['211.65.8.3', ['46', '46', '46']]]"
192.168.1.4,219.242.16.33,"[['110.250.160.1', ['14', '10', '5']], ['221.192.89.1', ['*', '9', '*']], ['61.182.180.249', ['27', '*', '*']], ['219.158.11.89', ['13', '13', '13']], ['219.158.109.186', ['12', '15', '15']], ['219.158.34.34', ['15', '14', '15']], ['101.4.116.65', ['13', '12', '14']], ['101.4.117.134', ['13', '13', '16']], ['202.112.41.173', ['21', '14', '14']], ['202.112.41.173', ['57', '17', '15']], ['202.112.41.173', ['26', '15', '19']], ['202.112.41.173', ['44', '14', '15']], ['202.112.41.173', ['18', '22', '16']], ['202.112.41.173', ['20', '16', '24']], ['202.112.41.173', ['15', '27', '18']], ['202.112.41.173', ['15', '14', '23']], ['202.112.41.173', ['14', '31', '21']], ['202.112.41.173', ['16', '32', '17']]]"
