192.168.43.207,202.119.200.206,"[['117.136.83.233', ['73', '57', '55']], ['120.202.253.225', ['52', '*', '69']], ['221.183.41.118', ['*', '49', '*']], ['221.183.95.42', ['*', '31', '*']], ['221.183.95.222', ['92', '69', '83']], ['101.4.114.85', ['65', '64', '58']], ['101.4.116.97', ['68', '59', '68']], ['219.219.146.2', ['*', '*', '53']], ['219.219.148.162', ['616', '298', '449']]]"
192.168.43.207,116.211.138.209,"[['117.136.83.245', ['117', '56', '42']], ['120.202.253.229', ['53', '48', '48']], ['221.183.39.221', ['28', '29', '33']], ['221.183.94.110', ['*', '47', '28']], ['202.97.64.213', ['*', '*', '189']], ['116.211.80.114', ['59', '38', '73']], ['116.211.112.254', ['50', '58', '45']]]"
192.168.43.207,218.94.124.50,"[['117.136.83.245', ['118', '65', '32']], ['211.137.61.37', ['45', '67', '50']], ['221.183.95.42', ['*', '*', '56']], ['202.97.43.165', ['94', '106', '58']], ['61.155.228.170', ['*', '70', '69']], ['222.190.3.190', ['103', '65', '84']]]"
192.168.43.207,210.31.160.14,"[['117.136.83.233', ['44', '38', '35']], ['211.137.61.33', ['32', '44', '24']], ['221.183.39.217', ['70', '58', '65']], ['221.183.41.230', ['78', '60', '67']], ['221.183.90.150', ['80', '55', '65']], ['221.183.21.134', ['77', '55', '56']], ['101.4.115.78', ['75', '35', '*']], ['101.4.112.1', ['73', '58', '58']], ['101.4.116.94', ['85', '65', '58']], ['101.4.117.134', ['72', '111', '89']], ['210.31.160.14', ['53', '47', '48']]]"
192.168.43.207,222.249.249.41,"[['117.136.83.233', ['39', '47', '20']], ['211.137.61.33', ['50', '38', '41']], ['221.183.39.217', ['46', '50', '29']], ['39.156.1.205', ['63', '65', '54']], ['211.153.5.114', ['56', '94', '71']], ['211.153.4.90', ['*', '113', '114']], ['211.153.4.130', ['57', '77', '118']], ['211.153.4.138', ['77', '78', '76']], ['211.153.11.2', ['74', '54', '57']], ['222.249.249.41', ['78', '51', '57']]]"
192.168.43.207,120.72.45.194,"[['117.136.83.233', ['56', '46', '54']], ['211.137.61.33', ['54', '45', '57']], ['221.183.39.217', ['66', '25', '41']], ['221.183.41.194', ['72', '116', '62']], ['221.183.95.38', ['104', '81', '52']], ['219.158.44.33', ['46', '55', '51']], ['219.158.99.149', ['63', '81', '64']], ['221.6.174.94', ['86', '111', '97']], ['221.6.174.110', ['*', '66', '47']], ['153.36.202.78', ['65', '64', '60']], ['120.72.45.194', ['68', '62', '52']]]"
192.168.43.207,218.16.99.100,"[['117.136.83.233', ['65', '46', '56']], ['211.137.61.33', ['*', '61', '46']], ['221.183.39.217', ['35', '35', '39']], ['221.183.90.218', ['62', '70', '*']]]"
192.168.43.207,61.54.31.42,"[['117.136.83.245', ['61', '28', '49']], ['120.202.253.229', ['38', '45', '20']], ['221.183.39.221', ['58', '45', '40']], ['221.183.41.194', ['40', '69', '36']], ['221.183.95.38', ['60', '70', '55']], ['219.158.32.77', ['51', '53', '62']], ['219.158.99.157', ['97', '77', '65']], ['61.168.31.166', ['62', '54', '68']], ['218.28.162.210', ['166', '72', '49']], ['61.54.31.42', ['59', '48', '66']]]"
192.168.43.207,58.205.213.52,"[['117.136.83.245', ['56', '46', '44']], ['120.202.253.229', ['*', '88', '49']], ['221.183.39.217', ['43', '38', '48']], ['221.183.90.218', ['80', '*', '*']], ['221.183.95.218', ['51', '44', '51']], ['101.4.112.237', ['74', '71', '62']], ['58.205.213.52', ['79', '59', '70']]]"
192.168.43.207,218.13.33.168,"[['117.136.83.245', ['41', '43', '44']], ['211.137.61.37', ['90', '40', '37']], ['221.183.128.94', ['87', '76', '79']], ['202.97.95.97', ['84', '*', '81']], ['113.98.177.182', ['50', '65', '58']], ['59.37.176.157', ['86', '56', '57']], ['113.98.156.70', ['47', '65', '70']], ['218.13.33.188', ['70', '77', '74']], ['。\n', ['218.', '33.188', '告: 无法访']]]"
192.168.43.207,39.107.245.192,"[['117.136.83.233', ['53', '50', '28']], ['120.202.253.225', ['44', '37', '50']], ['221.183.39.209', ['41', '*', '*']], ['221.183.49.130', ['*', '83', '*']], ['39.156.0.37', ['60', '*', '*']], ['39.156.7.37', ['51', '43', '52']], ['116.251.116.137', ['71', '74', '60']], ['39.107.245.192', ['72', '72', '72']]]"
192.168.43.207,202.119.112.100,"[['117.136.83.233', ['65', '38', '45']], ['211.137.61.33', ['43', '30', '31']], ['221.183.39.217', ['54', '47', '41']], ['221.183.41.194', ['69', '77', '70']], ['221.183.95.46', ['90', '*', '*']], ['221.183.95.222', ['89', '64', '68']], ['101.4.114.85', ['91', '84', '64']], ['101.4.116.97', ['52', '58', '82']], ['211.65.206.94', ['84', '48', '68']], ['222.193.109.250', ['61', '44', '66']], ['202.119.112.100', ['89', '57', '64']]]"
192.168.43.207,202.195.195.23,"[['117.136.83.233', ['44', '46', '46']], ['211.137.61.33', ['65', '44', '35']], ['221.183.39.221', ['66', '74', '46']], ['221.183.41.194', ['66', '68', '103']], ['221.183.95.46', ['68', '59', '*']], ['221.183.95.222', ['63', '76', '63']], ['101.4.114.85', ['84', '52', '61']], ['101.4.116.97', ['76', '58', '76']], ['219.219.146.2', ['79', '63', '70']], ['219.219.148.78', ['80', '56', '59']], ['219.219.147.202', ['61', '66', '75']]]"
192.168.43.207,160.121.22.5,"[['117.136.83.245', ['66', '28', '50']], ['120.202.253.229', ['47', '25', '40']], ['111.24.7.21', ['46', '29', '52']], ['221.183.107.202', ['115', '94', '60']], ['111.24.5.178', ['74', '78', '75']], ['221.176.24.158', ['100', '74', '113']], ['221.176.24.58', ['83', '62', '79']], ['221.183.55.89', ['100', '80', '64']], ['223.120.2.81', ['*', '77', '*']], ['223.120.2.41', ['130', '71', '69']], ['203.131.241.85', ['90', '*', '99']], ['129.250.5.32', ['80', '97', '88']], ['129.250.6.98', ['90', '*', '100']], ['168.143.105.209', ['76', '92', '73']], ['168.143.105.209', ['90', '*', '*']], ['192.168.128.170', ['*', '117', '111']], ['192.168.240.41', ['91', '*', '*']], ['160.121.22.5', ['108', '74', '76']]]"
192.168.43.207,210.29.144.145,"[['117.136.83.245', ['65', '42', '50']], ['211.137.61.37', ['34', '39', '*']], ['221.183.39.209', ['*', '61', '*']], ['221.183.41.118', ['45', '59', '*']], ['221.183.95.42', ['58', '47', '50']], ['221.183.15.174', ['63', '78', '78']], ['101.4.116.70', ['90', '84', '51']], ['101.4.116.97', ['64', '55', '76']], ['211.65.206.94', ['83', '77', '82']], ['211.65.207.190', ['70', '48', '55']], ['210.29.144.145', ['73', '73', '61']]]"
192.168.43.207,114.247.92.133,"[['117.136.83.245', ['70', '50', '44']], ['211.137.61.37', ['71', '72', '*']], ['221.183.39.209', ['*', '50', '48']], ['221.183.37.141', ['86', '*', '*']], ['221.183.94.38', ['*', '*', '68']], ['221.183.95.58', ['69', '71', '60']], ['125.33.186.146', ['*', '108', '*']], ['61.51.117.158', ['93', '78', '90']], ['61.148.56.94', ['69', '58', '72']], ['114.247.92.133', ['60', '73', '44']]]"
192.168.43.207,121.201.2.202,"[['117.136.83.245', ['52', '33', '34']], ['211.137.61.37', ['37', '39', '39']], ['221.183.39.209', ['*', '*', '55']], ['211.136.208.233', ['94', '78', '79']], ['211.136.204.205', ['100', '82', '77']], ['211.139.159.2', ['78', '58', '106']], ['221.179.113.142', ['74', '78', '76']], ['183.237.145.30', ['106', '72', '105']], ['121.201.2.202', ['88', '74', '67']]]"
192.168.43.207,219.222.223.162,"[['117.136.83.245', ['97', '39', '45']], ['120.202.253.229', ['70', '52', '92']], ['221.183.39.221', ['60', '59', '57']], ['221.183.95.218', ['75', '79', '81']], ['101.4.118.178', ['94', '78', '80']]]"
192.168.43.207,211.66.88.20,"[['117.136.83.233', ['64', '34', '50']], ['211.137.61.33', ['68', '42', '48']], ['221.183.39.217', ['52', '46', '47']], ['221.183.41.33', ['*', '84', '*']], ['221.183.90.218', ['*', '63', '*']], ['221.183.95.218', ['79', '65', '86']], ['101.4.118.178', ['57', '52', '87']], ['202.112.19.86', ['*', '*', '1292']]]"
192.168.43.207,27.39.220.1,"[['117.136.83.233', ['77', '56', '55']], ['211.137.61.33', ['44', '80', '48']], ['221.183.39.221', ['43', '31', '23']], ['219.158.46.149', ['84', '67', '60']], ['219.158.103.173', ['70', '79', '81']], ['112.96.0.250', ['117', '78', '76']], ['120.80.151.78', ['106', '83', '84']], ['27.39.220.1', ['94', '77', '58']]]"
192.168.43.207,123.124.19.65,"[['117.136.83.233', ['67', '65', '78']], ['211.137.61.33', ['50', '27', '34']], ['221.183.39.221', ['71', '49', '20']], ['221.183.37.225', ['75', '55', '*']], ['221.183.94.42', ['*', '53', '*']], ['221.183.68.194', ['72', '47', '70']], ['125.33.186.22', ['104', '125', '67']], ['61.149.202.6', ['*', '82', '49']], ['61.148.148.102', ['103', '54', '54']]]"
192.168.43.207,219.136.207.146,"[['117.136.83.245', ['51', '28', '30']], ['211.137.61.37', ['40', '40', '70']], ['221.183.90.210', ['86', '66', '107']], ['10.255.31.9', ['89', '69', '58']], ['61.144.0.34', ['103', '84', '60']], ['61.144.29.44', ['87', '131', '73']], ['219.136.207.146', ['*', '79', '*']], ['219.136.207.146', ['177', '63', '76']]]"
192.168.43.207,125.216.100.4,"[['117.136.83.233', ['42', '32', '23']], ['120.202.253.225', ['32', '40', '40']], ['221.183.95.218', ['61', '59', '60']], ['101.4.112.237', ['97', '75', '78']], ['125.216.100.4', ['74', '71', '61']]]"
192.168.43.207,58.205.213.52,"[['117.136.83.245', ['31', '43', '44']], ['120.202.253.229', ['99', '*', '75']], ['221.183.39.217', ['37', '23', '22']], ['221.183.95.218', ['81', '65', '52']], ['101.4.112.237', ['171', '97', '55']], ['58.205.213.52', ['69', '43', '48']]]"
192.168.43.207,202.119.242.14,"[['117.136.83.233', ['51', '28', '55']], ['120.202.253.225', ['61', '29', '33']], ['221.183.41.118', ['*', '69', '48']], ['221.183.95.222', ['65', '69', '69']], ['101.4.114.85', ['52', '75', '53']], ['101.4.116.97', ['66', '48', '60']], ['211.65.206.94', ['78', '76', '49']], ['211.65.207.130', ['55', '64', '74']], ['202.119.242.14', ['75', '59', '57']]]"
192.168.43.207,120.133.78.52,"[['117.136.83.233', ['33', '38', '49']], ['120.202.253.225', ['41', '28', '33']], ['221.183.39.209', ['*', '50', '*']], ['221.183.37.141', ['61', '*', '*']], ['221.183.76.82', ['*', '63', '*']], ['223.71.32.14', ['71', '74', '61']], ['124.251.255.110', ['64', '52', '107']], ['120.133.78.4', ['78', '57', '58']], ['120.133.78.52', ['86', '74', '94']]]"
192.168.43.207,180.96.16.233,"[['117.136.83.233', ['85', '35', '28']], ['120.202.253.225', ['27', '40', '37']], ['221.183.41.118', ['*', '*', '72']], ['221.183.95.42', ['43', '64', '49']], ['221.183.68.58', ['74', '*', '*']], ['202.97.43.165', ['57', '*', '58']], ['202.102.73.122', ['81', '77', '53']], ['180.96.48.2', ['73', '68', '*']]]"
192.168.43.207,42.81.219.24,"[['117.136.83.245', ['47', '54', '44']], ['120.202.253.229', ['54', '33', '37']], ['221.183.39.217', ['33', '40', '37']], ['221.183.37.225', ['*', '*', '57']], ['221.183.94.26', ['65', '56', '65']], ['221.183.86.46', ['58', '*', '54']], ['202.97.17.65', ['62', '*', '*']], ['42.81.35.98', ['90', '73', '75']], ['42.81.219.24', ['62', '51', '76']]]"
192.168.43.207,219.135.198.35,"[['117.136.83.233', ['77', '85', '34']], ['211.137.61.33', ['45', '37', '*']], ['221.183.39.221', ['112', '40', '39']], ['221.183.90.198', ['95', '62', '61']], ['202.97.81.57', ['*', '70', '*']], ['14.147.7.102', ['63', '86', '71']], ['14.147.5.253', ['102', '42', '67']], ['183.56.32.82', ['54', '82', '57']], ['218.107.0.4', ['66', '88', '64']], ['219.135.198.35', ['55', '48', '49']], ['219.135.198.35', ['91', '96', '68']]]"
192.168.43.207,211.66.186.86,"[['117.136.83.233', ['31', '45', '39']], ['211.137.61.33', ['36', '41', '32']], ['221.183.39.221', ['64', '42', '27']], ['221.183.41.33', ['*', '*', '84']], ['221.183.90.218', ['*', '*', '70']], ['221.183.95.218', ['68', '62', '58']], ['101.4.118.178', ['60', '44', '61']], ['210.38.1.114', ['77', '46', '49']], ['211.66.186.86', ['69', '51', '49']]]"
192.168.43.207,219.230.178.20,"[['117.136.83.233', ['74', '54', '52']], ['120.202.253.225', ['39', '35', '45']], ['221.183.39.209', ['*', '*', '66']], ['221.183.41.118', ['*', '42', '*']], ['221.183.95.42', ['101', '48', '*']], ['221.183.15.174', ['94', '63', '81']], ['101.4.114.85', ['90', '45', '62']], ['101.4.116.97', ['40', '54', '49']], ['219.219.145.2', ['81', '49', '62']], ['219.219.147.70', ['62', '74', '34']], ['219.219.147.186', ['59', '54', '73']], ['219.230.179.253', ['76', '52', '59']]]"
192.168.43.207,61.50.139.22,"[['117.136.83.245', ['36', '29', '45']], ['120.202.253.229', ['39', '38', '26']], ['221.183.39.221', ['43', '40', '43']], ['219.158.40.17', ['102', '64', '77']], ['219.158.3.65', ['64', '53', '*']], ['124.65.194.22', ['56', '*', '*']], ['61.149.202.6', ['57', '74', '69']], ['123.126.7.234', ['58', '59', '128']], ['61.50.143.146', ['52', '44', '63']], ['61.50.139.22', ['92', '49', '62']]]"
192.168.43.207,218.2.208.200,"[['117.136.83.245', ['53', '34', '58']], ['211.137.61.37', ['43', '56', '25']], ['221.183.39.213', ['37', '*', '*']], ['221.183.95.42', ['*', '53', '40']], ['202.97.43.197', ['68', '*', '62']], ['222.190.59.166', ['71', '49', '47']], ['218.2.120.118', ['63', '68', '79']], ['218.2.208.200', ['68', '51', '59']]]"
192.168.43.207,202.204.193.84,"[['117.136.83.233', ['67', '68', '27']], ['211.137.61.33', ['40', '30', '*']], ['221.183.39.217', ['35', '47', '37']], ['221.183.94.26', ['*', '*', '73']], ['211.136.0.74', ['66', '68', '56']], ['101.4.116.65', ['60', '81', '43']], ['101.4.113.201', ['72', '65', '121']]]"
192.168.43.207,211.71.1.44,"[['117.136.83.233', ['40', '28', '28']], ['211.137.61.33', ['*', '48', '47']], ['221.183.39.217', ['44', '39', '53']], ['211.136.0.74', ['95', '58', '69']], ['101.4.116.65', ['76', '55', '54']], ['101.4.113.109', ['98', '89', '80']], ['101.4.112.98', ['40', '63', '67']], ['101.4.113.65', ['73', '78', '69']]]"
192.168.43.207,121.33.231.243,"[['117.136.83.245', ['26', '40', '29']], ['211.137.61.37', ['53', '33', '58']], ['221.183.90.206', ['98', '79', '138']], ['202.97.81.253', ['70', '51', '67']], ['61.144.3.54', ['77', '87', '49']], ['121.8.132.162', ['45', '60', '52']], ['121.33.231.243', ['47', '74', '53']]]"
192.168.43.207,202.116.7.242,"[['117.136.83.233', ['40', '37', '40']], ['120.202.253.225', ['30', '40', '28']], ['221.183.95.218', ['89', '59', '69']], ['101.4.112.237', ['98', '86', '68']], ['202.112.19.9', ['76', '58', '69']]]"
192.168.43.207,42.247.48.199,"[['117.136.83.245', ['36', '24', '24']], ['211.137.61.37', ['34', '28', '32']], ['221.183.90.214', ['84', '*', '*']], ['221.183.95.218', ['83', '70', '67']], ['101.4.112.237', ['70', '88', '77']], ['222.200.253.5', ['74', '58', '96']], ['222.200.253.2', ['66', '73', '66']], ['42.247.48.199', ['93', '69', '77']], ['42.247.48.199', ['101', '67', '76']]]"
192.168.43.207,106.120.199.170,"[['117.136.83.233', ['31', '48', '47']], ['120.202.253.225', ['42', '53', '51']], ['221.183.39.209', ['61', '*', '43']], ['221.183.94.22', ['82', '88', '248']], ['221.183.86.50', ['95', '89', '69']], ['202.97.17.77', ['93', '*', '*']], ['219.141.162.214', ['80', '56', '51']]]"
192.168.43.207,58.240.70.211,"[['117.136.83.233', ['54', '49', '48']], ['120.202.253.225', ['*', '39', '35']], ['221.183.39.209', ['*', '*', '62']], ['221.183.41.118', ['78', '*', '*']], ['221.183.95.34', ['58', '34', '68']], ['219.158.44.25', ['91', '73', '62']], ['219.158.99.157', ['62', '54', '65']], ['172.18.28.38', ['70', '42', '89']], ['221.6.1.250', ['57', '59', '67']], ['221.6.12.242', ['67', '39', '73']], ['58.240.70.195', ['53', '37', '48']]]"
192.168.43.207,210.38.120.215,"[['117.136.83.233', ['48', '20', '36']], ['120.202.253.225', ['41', '*', '48']], ['221.183.90.214', ['124', '*', '73']], ['221.183.95.218', ['124', '58', '66']], ['101.4.112.237', ['78', '44', '51']], ['210.38.0.206', ['*', '60', '67']], ['210.38.120.215', ['78', '57', '60']]]"
192.168.43.207,218.241.234.116,"[['117.136.83.233', ['33', '49', '58']], ['120.202.253.225', ['44', '51', '51']], ['221.183.123.14', ['92', '55', '65']], ['219.158.109.185', ['*', '75', '68']], ['202.96.12.34', ['63', '123', '198']], ['202.96.13.226', ['91', '108', '58']], ['61.149.212.230', ['77', '146', '110']], ['124.205.98.58', ['107', '74', '67']], ['124.205.98.142', ['74', '78', '87']]]"
192.168.43.207,219.129.166.3,"[['117.136.83.233', ['40', '49', '69']], ['120.202.253.225', ['36', '28', '31']], ['221.183.39.209', ['37', '*', '57']], ['221.183.90.202', ['56', '74', '63']], ['202.97.81.241', ['70', '*', '*']], ['183.57.63.62', ['75', '76', '60']], ['119.146.127.174', ['77', '85', '73']], ['61.146.102.50', ['*', '*', '66']], ['219.129.166.2', ['*', '*', '99']]]"
192.168.43.207,120.85.132.133,"[['117.136.83.245', ['38', '36', '27']], ['211.137.61.37', ['37', '66', '55']], ['221.183.94.174', ['65', '*', '*']], ['221.183.123.2', ['110', '87', '64']], ['219.158.103.173', ['61', '56', '44']], ['112.89.0.62', ['63', '84', '55']], ['120.80.170.246', ['86', '62', '76']]]"
192.168.43.207,218.94.27.136,"[['117.136.83.233', ['47', '26', '33']], ['120.202.253.225', ['43', '34', '55']], ['221.183.41.118', ['38', '*', '41']], ['221.183.68.62', ['*', '101', '*']], ['202.97.43.193', ['72', '39', '41']], ['221.231.190.126', ['71', '57', '73']], ['218.94.27.136', ['60', '68', '53']]]"
192.168.43.207,202.192.149.1,"[['117.136.83.245', ['47', '28', '27']], ['120.202.253.229', ['32', '29', '30']], ['221.183.39.217', ['72', '46', '54']], ['221.183.90.218', ['*', '*', '85']], ['221.183.95.218', ['73', '59', '82']], ['101.4.118.178', ['79', '63', '65']], ['222.200.253.5', ['81', '65', '59']], ['222.200.253.2', ['89', '73', '81']], ['202.192.158.3', ['69', '92', '68']], ['202.192.149.1', ['89', '96', '103']]]"
192.168.43.207,59.38.32.54,"[['117.136.83.233', ['53', '29', '40']], ['120.202.253.225', ['45', '26', '28']], ['221.183.90.214', ['*', '76', '*']], ['221.183.90.210', ['87', '71', '81']], ['202.97.81.233', ['58', '58', '58']], ['14.148.18.14', ['73', '64', '70']], ['14.148.19.214', ['103', '60', '74']]]"
