ip,dist,delays
172.24.52.71,218.28.34.35,"[['192.168.13.1', ['28', '4', '7']], ['10.1.1.1', ['5', '1', '6']], ['61.148.29.225', ['5', '2', '2']], ['61.148.153.157', ['10', '3', '3']], ['61.148.157.229', ['*', '*', '19']], ['61.49.214.41', ['*', '17', '6']], ['219.158.116.6', ['18', '17', '25']], ['61.168.37.90', ['*', '16', '*']], ['221.14.249.94', ['19', '38', '27']], ['218.28.128.146', ['95', '33', '17']]]"
172.24.52.71,222.23.16.7,"[['192.168.13.1', ['6', '8', '7']], ['10.1.1.1', ['1', '2', '2']], ['202.112.5.229', ['4', '2', '2']], ['101.4.113.233', ['3', '5', '5']], ['101.4.117.78', ['30', '31', '31']], ['101.4.117.222', ['31', '34', '28']], ['202.201.88.109', ['34', '*', '*']], ['222.23.31.253', ['35', '39', '35']], ['222.23.16.7', ['36', '40', '36']]]"
172.24.52.71,210.41.56.3,"[['192.168.13.1', ['105', '21', '7']], ['10.1.1.1', ['2', '1', '1']], ['202.112.5.229', ['4', '2', '3']], ['101.4.113.233', ['2', '2', '3']], ['101.4.115.202', ['27', '25', '25']], ['101.4.112.29', ['*', '39', '40']], ['101.4.115.62', ['46', '41', '44']], ['202.202.217.102', ['46', '45', '40']], ['202.202.21.130', ['*', '50', '40']]]"
172.24.52.71,211.83.88.243,"[['192.168.13.1', ['64', '15', '5']], ['10.1.1.1', ['1', '1', '1']], ['202.112.5.229', ['2', '2', '45']], ['101.4.113.233', ['4', '6', '5']], ['101.4.112.14', ['22', '20', '23']], ['101.4.112.18', ['31', '31', '33']], ['101.4.116.158', ['*', '33', '*']], ['202.115.254.234', ['*', '52', '113']]]"
172.24.52.71,218.27.6.130,"[['192.168.13.1', ['8', '11', '162']], ['10.1.1.1', ['2', '1', '3']], ['61.148.29.225', ['5', '2', '3']], ['61.148.153.149', ['3', '3', '2']], ['219.158.119.86', ['39', '28', '20']], ['139.213.241.54', ['32', '28', '*']], ['139.213.234.18', ['29', '28', '28']]]"
172.24.52.71,116.211.138.205,"[['192.168.13.1', ['19', '54', '5']], ['10.1.1.1', ['5', '4', '2']], ['61.148.29.225', ['5', '5', '9']], ['61.148.153.157', ['7', '3', '3']], ['61.148.158.69', ['16', '*', '*']], ['61.49.214.21', ['13', '3', '3']], ['219.158.12.178', ['25', '23', '23']], ['219.158.119.54', ['26', '31', '32']], ['202.97.79.109', ['34', '25', '29']], ['116.211.80.114', ['29', '27', '28']], ['116.211.112.254', ['27', '*', '34']]]"
172.24.52.71,123.183.169.58,"[['192.168.13.1', ['37', '18', '110']], ['10.1.1.1', ['1', '2', '2']], ['61.148.29.225', ['27', '4', '11']], ['61.148.153.149', ['5', '3', '2']], ['202.106.230.81', ['*', '5', '*']], ['219.158.5.6', ['7', '8', '13']], ['219.158.41.22', ['*', '4', '*']], ['202.97.99.2', ['9', '9', '8']], ['27.129.50.110', ['17', '14', '16']]]"
172.24.52.71,202.202.208.198,"[['192.168.13.1', ['4', '5', '4']], ['10.1.1.1', ['3', '1', '1']], ['202.112.5.229', ['5', '2', '2']], ['101.4.113.233', ['3', '4', '3']], ['101.4.115.202', ['28', '28', '26']], ['101.4.112.29', ['39', '39', '48']], ['101.4.115.62', ['44', '42', '45']], ['202.202.217.106', ['40', '77', '40']], ['202.202.21.90', ['52', '44', '41']]]"
172.24.52.71,60.221.209.16,"[['192.168.13.1', ['5', '4', '4']], ['10.1.1.1', ['2', '2', '1']], ['61.148.29.225', ['5', '2', '2']], ['61.148.153.149', ['3', '4', '4']], ['219.232.11.29', ['7', '5', '*']], ['219.158.106.114', ['16', '14', '14']], ['60.221.11.46', ['126', '*', '*']], ['60.221.3.194', ['41', '39', '66']], ['60.221.209.16', ['15', '16', '14']]]"
172.24.52.71,218.247.65.80,"[['192.168.13.1', ['49', '69', '105']], ['10.1.1.1', ['111', '9', '2']], ['61.148.29.225', ['4', '4', '3']], ['61.148.153.149', ['6', '2', '2']], ['61.148.4.213', ['6', '3', '3']], ['202.96.12.185', ['136', '*', '5']], ['219.158.19.66', ['45', '46', '47']], ['219.158.20.222', ['70', '59', '43']], ['219.158.10.50', ['48', '49', '45']], ['202.77.23.26', ['52', '46', '46']], ['43.252.86.66', ['53', '47', '47']], ['43.249.3.10', ['50', '48', '53']]]"
172.24.52.71,101.206.70.252,"[['192.168.13.1', ['6', '7', '6']], ['10.1.1.1', ['1', '5', '2']], ['61.148.29.225', ['8', '3', '7']], ['61.148.153.157', ['7', '9', '6']], ['61.148.158.69', ['13', '*', '*']], ['219.158.110.210', ['69', '38', '39']], ['124.161.2.142', ['73', '41', '46']], ['119.6.165.69', ['43', '*', '36']], ['119.6.165.34', ['42', '43', '45']], ['101.206.70.252', ['*', '41', '43']]]"
172.24.52.71,210.26.98.214,"[['192.168.13.1', ['57', '5', '6']], ['10.1.1.1', ['1', '1', '1']], ['202.112.5.229', ['7', '7', '7']], ['101.4.113.233', ['3', '4', '5']], ['101.4.117.78', ['47', '38', '30']], ['101.4.117.222', ['43', '*', '37']]]"
172.24.52.71,202.198.16.83,"[['192.168.13.1', ['18', '46', '27']], ['10.1.1.1', ['1', '1', '5']], ['202.112.5.229', ['3', '2', '2']], ['101.4.113.233', ['3', '2', '2']], ['101.4.116.214', ['3', '2', '2']], ['101.4.116.46', ['20', '18', '19']], ['202.198.225.222', ['22', '17', '17']]]"
172.24.52.71,39.104.138.103,"[['192.168.13.1', ['6', '6', '5']], ['10.1.1.1', ['*', '14', '3']], ['61.148.29.225', ['4', '4', '5']], ['61.148.153.149', ['3', '3', '2']], ['125.33.184.122', ['8', '3', '3']], ['61.49.143.130', ['23', '9', '4']]]"
172.24.52.71,47.108.129.243,"[['192.168.13.1', ['8', '15', '16']], ['10.1.1.1', ['1', '2', '2']], ['61.148.29.225', ['2', '3', '11']], ['61.148.153.157', ['5', '7', '2']], ['61.148.4.237', ['8', '3', '4']], ['219.158.110.210', ['62', '38', '39']], ['119.6.197.74', ['37', '35', '71']], ['101.207.253.226', ['36', '35', '38']], ['47.108.129.243', ['*', '37', '66']]]"
172.24.52.71,183.64.61.231,"[['192.168.13.1', ['21', '6', '5']], ['10.1.1.1', ['2', '4', '4']], ['61.148.29.225', ['3', '6', '3']], ['61.148.153.157', ['26', '12', '7']], ['219.158.12.70', ['69', '40', '39']], ['219.158.106.214', ['38', '39', '46']], ['222.176.88.145', ['41', '36', '34']], ['222.176.6.66', ['54', '35', '36']], ['222.176.89.102', ['37', '35', '34']], ['113.204.171.2', ['38', '37', '41']], ['183.64.61.231', ['71', '*', '36']], ['183.64.61.231', ['61', '36', '34']]]"
172.24.52.71,210.41.192.21,"[['192.168.13.1', ['6', '4', '45']], ['10.1.1.1', ['2', '2', '2']], ['202.112.5.229', ['5', '4', '2']], ['101.4.113.233', ['2', '3', '2']], ['101.4.112.14', ['46', '20', '19']], ['101.4.112.18', ['40', '52', '31']], ['101.4.116.158', ['34', '*', '*']], ['120.94.64.2', ['36', '38', '36']]]"
172.24.52.71,218.249.41.14,"[['192.168.13.1', ['16', '8', '6']], ['10.1.1.1', ['1', '2', '1']], ['61.148.29.225', ['2', '2', '3']], ['61.148.153.149', ['*', '6', '6']], ['202.106.193.30', ['159', '3', '3']], ['61.149.212.214', ['44', '*', '*']], ['218.241.244.2', ['5', '5', '6']], ['124.205.97.138', ['43', '4', '4']], ['124.205.98.70', ['56', '7', '6']], ['218.249.41.26', ['29', '13', '10']], ['218.249.41.14', ['91', '*', '*']]]"
172.24.52.71,202.196.0.13,"[['192.168.13.1', ['10', '42', '36']], ['10.1.1.1', ['1', '1', '5']], ['202.112.5.229', ['5', '7', '4']], ['101.4.113.233', ['5', '3', '2']], ['101.4.112.2', ['14', '13', '14']], ['101.4.115.58', ['*', '13', '*']], ['210.43.145.86', ['17', '14', '31']], ['210.43.145.194', ['16', '38', '17']], ['202.196.0.13', ['15', '14', '15']]]"
172.24.52.71,110.188.129.191,"[['192.168.13.1', ['6', '5', '40']], ['10.1.1.1', ['1', '1', '1']], ['61.148.29.225', ['3', '8', '2']], ['61.148.153.149', ['6', '3', '3']], ['124.65.194.25', ['10', '14', '4']], ['219.158.106.110', ['68', '34', '37']], ['219.158.99.22', ['38', '67', '43']], ['202.97.66.117', ['*', '170', '39']], ['171.208.202.62', ['39', '36', '54']], ['182.133.50.58', ['62', '59', '37']], ['110.188.129.191', ['41', '43', '41']]]"
172.24.52.71,221.10.89.234,"[['192.168.13.1', ['6', '5', '5']], ['10.1.1.1', ['10', '6', '2']], ['61.148.29.225', ['3', '2', '3']], ['61.148.153.149', ['5', '2', '3']], ['219.158.110.214', ['43', '38', '38']], ['119.7.0.202', ['*', '42', '48']], ['221.10.98.13', ['55', '58', '45']], ['119.6.135.254', ['35', '35', '35']], ['61.157.137.2', ['44', '40', '40']]]"
172.24.52.71,202.202.82.202,"[['192.168.13.1', ['5', '4', '8']], ['10.1.1.1', ['1', '6', '1']], ['202.112.5.229', ['2', '2', '6']], ['101.4.113.233', ['31', '6', '2']], ['101.4.115.202', ['26', '40', '28']], ['101.4.112.29', ['51', '41', '38']], ['101.4.115.62', ['44', '79', '46']], ['202.202.217.106', ['43', '44', '41']], ['202.202.95.2', ['44', '42', '43']], ['202.202.82.202', ['43', '44', '44']]]"
172.24.52.71,111.26.175.16,"[['192.168.13.1', ['7', '7', '4']], ['10.1.1.1', ['3', '5', '1']], ['61.148.29.225', ['6', '6', '3']], ['61.148.153.149', ['4', '3', '3']], ['202.106.36.145', ['3', '*', '3']], ['219.158.100.166', ['22', '29', '24']], ['219.158.110.166', ['19', '24', '22']], ['219.158.43.62', ['*', '*', '41']], ['221.183.95.30', ['22', '22', '24']], ['221.183.42.46', ['38', '36', '35']], ['221.183.47.246', ['31', '34', '31']], ['211.137.221.34', ['51', '39', '42']], ['211.137.223.14', ['37', '36', '36']]]"
172.24.52.71,124.95.191.54,"[['192.168.13.1', ['4', '5', '5']], ['10.1.1.1', ['2', '1', '1']], ['61.148.29.225', ['16', '3', '2']], ['61.148.153.149', ['5', '3', '3']], ['202.106.230.81', ['*', '3', '*']], ['123.126.0.125', ['6', '6', '*']], ['219.158.109.30', ['45', '23', '21']], ['113.230.169.74', ['23', '20', '21']], ['175.167.121.166', ['*', '23', '22']], ['218.60.63.42', ['29', '20', '21']], ['218.60.63.41', ['48', '24', '25']], ['218.60.63.42', ['20', '21', '20']], ['218.60.63.41', ['22', '23', '31']], ['218.60.63.42', ['22', '21', '21']], ['218.60.63.41', ['23', '23', '25']], ['218.60.63.42', ['*', '21', '23']], ['218.60.63.41', ['29', '25', '23']], ['218.60.63.42', ['24', '21', '25']], ['218.60.63.41', ['25', '24', '22']], ['218.60.63.42', ['31', '23', '22']], ['218.60.63.41', ['24', '21', '22']], ['218.60.63.42', ['24', '23', '24']], ['218.60.63.41', ['*', '26', '22']], ['218.60.63.42', ['27', '20', '21']], ['218.60.63.41', ['22', '21', '25']], ['218.60.63.42', ['20', '28', '22']], ['218.60.63.41', ['26', '22', '22']], ['218.60.63.42', ['24', '20', '21']], ['218.60.63.41', ['25', '22', '24']]]"
172.24.52.71,202.201.64.162,"[['192.168.13.1', ['5', '7', '4']], ['10.1.1.1', ['2', '2', '1']], ['202.112.5.229', ['8', '2', '2']], ['101.4.113.233', ['3', '8', '6']], ['101.4.117.78', ['42', '33', '31']], ['101.4.117.222', ['49', '29', '33']]]"
172.24.52.71,112.19.25.1,"[['192.168.13.1', ['5', '5', '4']], ['10.1.1.1', ['1', '1', '2']], ['202.112.5.229', ['3', '5', '8']], ['101.4.113.233', ['4', '4', '3']], ['101.4.112.2', ['44', '13', '13']], ['210.43.145.86', ['25', '21', '13']], ['210.43.145.98', ['12', '15', '14']], ['202.196.79.102', ['30', '*', '12']], ['', ['', '', '']], ['', ['成。', '', '']], ['', ['', '', '']]]"
172.24.52.71,202.196.64.35,"[['192.168.13.1', ['5', '5', '4']], ['10.1.1.1', ['1', '1', '2']], ['202.112.5.229', ['3', '5', '8']], ['101.4.113.233', ['4', '4', '3']], ['101.4.112.2', ['44', '13', '13']], ['210.43.145.86', ['25', '21', '13']], ['210.43.145.98', ['12', '15', '14']], ['202.196.79.102', ['30', '*', '12']], ['', ['', '', '']], ['', ['成。', '', '']], ['', ['', '', '']]]"
172.24.52.71,125.65.115.212,"[['192.168.13.1', ['8', '6', '4']], ['10.1.1.1', ['1', '2', '2']], ['61.148.29.225', ['3', '2', '3']], ['61.148.153.149', ['3', '2', '2']], ['202.106.230.81', ['3', '*', '3']], ['219.158.109.206', ['69', '37', '39']], ['202.97.66.121', ['*', '*', '40']], ['61.139.122.86', ['44', '43', '*']], ['110.188.4.13', ['45', '42', '42']], ['61.157.141.130', ['41', '39', '39']], ['221.10.98.118', ['42', '45', '42']]]"
172.24.52.71,124.162.57.243,"[['192.168.13.1', ['5', '110', '74']], ['10.1.1.1', ['52', '6', '1']], ['61.148.29.225', ['4', '2', '3']], ['61.148.153.157', ['38', '7', '3']], ['61.148.4.237', ['8', '3', '6']], ['125.33.186.153', ['*', '16', '4']], ['219.158.11.218', ['31', '*', '38']], ['221.5.233.218', ['66', '35', '34']]]"
172.24.52.71,59.76.156.101,"[['192.168.13.1', ['11', '8', '4']], ['10.1.1.1', ['25', '2', '2']], ['202.112.5.229', ['3', '6', '4']], ['101.4.113.233', ['6', '2', '6']], ['101.4.117.78', ['32', '28', '31']], ['101.4.117.222', ['32', '28', '28']], ['61.178.249.88', ['32', '30', '32']]]"
172.24.52.71,211.84.144.7,"[['192.168.13.1', ['8', '16', '9']], ['10.1.1.1', ['1', '1', '5']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['10', '18', '2']], ['101.4.112.2', ['13', '15', '13']], ['210.43.145.86', ['15', '43', '12']], ['222.21.221.46', ['31', '19', '21']], ['10.10.10.17', ['19', '22', '*']]]"
172.24.52.71,203.34.106.200,"[['192.168.13.1', ['9', '13', '8']], ['10.1.1.1', ['2', '2', '5']], ['61.148.29.225', ['2', '2', '5']], ['61.148.153.149', ['5', '7', '9']], ['61.148.4.213', ['5', '3', '3']], ['219.158.103.170', ['9', '7', '15']], ['202.97.82.150', ['28', '5', '12']], ['203.34.106.200', ['30', '5', '5']]]"
172.24.52.71,60.222.45.72,"[['192.168.13.1', ['8', '8', '6']], ['10.1.1.1', ['2', '1', '6']], ['61.148.29.225', ['8', '2', '2']], ['61.148.153.149', ['4', '3', '3']], ['219.232.11.29', ['29', '5', '*']], ['125.33.186.13', ['5', '6', '5']], ['219.158.102.250', ['12', '13', '10']], ['60.222.8.22', ['22', '22', '21']], ['60.222.8.130', ['22', '17', '25']], ['60.222.45.72', ['18', '17', '25']]]"
172.24.52.71,211.84.160.6,"[['192.168.13.1', ['9', '4', '4']], ['10.1.1.1', ['3', '2', '2']], ['202.112.5.229', ['7', '5', '2']], ['101.4.113.233', ['3', '3', '4']], ['101.4.112.2', ['28', '17', '13']], ['101.4.115.58', ['*', '18', '*']], ['210.43.145.86', ['20', '13', '15']], ['222.21.221.70', ['*', '19', '*']]]"
172.24.52.71,183.65.42.131,"[['192.168.13.1', ['6', '7', '7']], ['10.1.1.1', ['43', '8', '8']], ['61.148.29.225', ['7', '2', '7']], ['61.148.153.149', ['5', '4', '3']], ['202.106.36.145', ['4', '*', '*']], ['125.33.186.13', ['10', '6', '4']], ['219.158.109.234', ['40', '36', '50']], ['219.158.106.238', ['52', '32', '73']], ['222.176.88.153', ['37', '38', '33']], ['222.176.88.90', ['31', '35', '40']], ['222.176.30.122', ['50', '139', '33']], ['183.65.43.253', ['39', '117', '34']], ['221.7.86.101', ['35', '35', '36']]]"
172.24.52.71,61.178.64.29,"[['192.168.13.1', ['14', '4', '8']], ['10.1.1.1', ['1', '8', '1']], ['61.148.29.225', ['2', '2', '2']], ['61.148.153.149', ['4', '5', '8']], ['219.158.112.22', ['29', '24', '25']], ['219.158.6.114', ['23', '23', '23']], ['202.97.92.158', ['33', '28', '60']], ['125.74.76.214', ['56', '30', '30']], ['61.178.47.126', ['*', '142', '39']]]"
172.24.52.71,61.139.70.10,"[['192.168.13.1', ['81', '9', '10']], ['10.1.1.1', ['3', '2', '1']], ['61.148.29.225', ['4', '11', '8']], ['61.148.153.149', ['5', '2', '2']], ['202.106.230.81', ['7', '*', '*']], ['219.158.106.110', ['32', '39', '32']], ['219.158.112.234', ['41', '37', '37']], ['202.97.66.113', ['31', '30', '30']], ['182.150.16.154', ['40', '46', '36']]]"
172.24.52.71,111.202.89.76,"[['192.168.13.1', ['35', '6', '5']], ['10.1.1.1', ['5', '3', '5']], ['61.148.29.225', ['2', '3', '2']], ['61.148.153.149', ['4', '3', '2']], ['61.135.33.198', ['22', '6', '5']], ['111.206.115.146', ['8', '35', '14']], ['120.92.223.158', ['28', '12', '11']]]"
172.24.52.71,180.96.16.233,"[['192.168.13.1', ['18', '5', '6']], ['10.1.1.1', ['2', '2', '2']], ['61.148.29.225', ['8', '5', '4']], ['61.148.153.157', ['11', '7', '3']], ['219.158.100.58', ['24', '22', '22']], ['219.158.99.26', ['31', '24', '23']], ['202.97.43.189', ['47', '*', '*']], ['202.102.73.198', ['26', '27', '27']], ['180.96.48.2', ['24', '23', '23']], ['180.96.15.182', ['31', '28', '22']]]"
172.24.52.71,220.166.50.59,"[['192.168.13.1', ['17', '6', '9']], ['10.1.1.1', ['1', '2', '2']], ['61.148.29.225', ['9', '6', '2']], ['61.148.153.149', ['7', '6', '3']], ['202.106.36.145', ['8', '*', '*']], ['219.158.110.210', ['44', '39', '50']], ['219.158.112.230', ['32', '32', '38']], ['202.97.95.53', ['60', '42', '35']], ['171.208.198.62', ['42', '42', '*']], ['110.188.4.13', ['42', '41', '50']], ['110.186.75.122', ['45', '40', '42']]]"
172.24.52.71,210.31.120.13,"[['192.168.13.1', ['5', '8', '8']], ['10.1.1.1', ['5', '1', '32']], ['202.112.5.229', ['3', '3', '3']], ['101.4.113.233', ['4', '5', '3']], ['101.4.116.214', ['4', '5', '4']]]"
172.24.52.71,218.6.132.2,"[['192.168.13.1', ['31', '6', '7']], ['10.1.1.1', ['4', '8', '7']], ['61.148.29.225', ['7', '9', '16']], ['61.148.153.157', ['5', '7', '4']], ['61.148.4.237', ['4', '7', '11']], ['125.33.186.197', ['26', '*', '8']], ['219.158.110.202', ['36', '39', '36']], ['219.158.24.174', ['40', '39', '42']], ['202.97.95.57', ['54', '34', '34']], ['110.188.6.126', ['44', '46', '46']], ['118.121.221.170', ['49', '45', '46']], ['218.6.158.134', ['52', '47', '42']]]"
172.24.52.71,202.196.32.28,"[['192.168.13.1', ['12', '4', '6']], ['10.1.1.1', ['2', '3', '2']], ['202.112.5.229', ['6', '2', '2']], ['101.4.113.233', ['35', '12', '14']], ['101.4.112.2', ['39', '16', '13']], ['101.4.115.58', ['*', '15', '13']], ['210.43.145.86', ['37', '14', '16']], ['210.43.145.226', ['13', '17', '14']]]"
172.24.52.71,202.202.157.110,"[['192.168.13.1', ['9', '5', '5']], ['10.1.1.1', ['2', '2', '2']], ['202.112.5.229', ['2', '5', '6']], ['101.4.113.233', ['3', '6', '4']], ['101.4.112.2', ['13', '13', '20']], ['101.4.117.37', ['44', '24', '24']], ['101.4.112.29', ['41', '39', '37']], ['101.4.115.62', ['150', '*', '40']], ['202.202.217.102', ['41', '*', '42']], ['202.202.21.42', ['40', '40', '39']], ['202.202.218.78', ['55', '45', '46']]]"
172.24.52.71,111.206.208.228,"[['192.168.13.1', ['65', '175', '163']], ['10.1.1.1', ['16', '11', '2']], ['61.148.29.225', ['9', '3', '4']], ['61.148.153.149', ['4', '3', '3']], ['125.33.185.54', ['71', '10', '7']], ['220.206.193.6', ['35', '5', '5']], ['111.206.208.228', ['10', '4', '8']]]"
172.24.52.71,182.151.213.11,"[['192.168.13.1', ['15', '23', '322']], ['10.1.1.1', ['3', '1', '5']], ['61.148.29.225', ['5', '3', '4']], ['61.148.153.157', ['3', '3', '6']], ['61.148.157.229', ['28', '*', '*']], ['124.65.194.17', ['33', '*', '15']], ['219.158.107.22', ['32', '39', '31']], ['202.97.66.113', ['*', '*', '31']], ['171.208.203.58', ['51', '*', '*']], ['125.70.250.190', ['*', '41', '35']], ['182.151.213.11', ['62', '39', '36']]]"
172.24.52.71,183.223.236.6,"[['192.168.13.1', ['9', '12', '11']], ['10.1.1.1', ['5', '5', '1']], ['61.148.29.225', ['2', '3', '3']], ['61.148.153.157', ['31', '7', '4']], ['61.148.158.69', ['*', '4', '3']], ['219.158.110.214', ['44', '47', '46']], ['219.158.110.162', ['57', '46', '48']], ['221.183.128.125', ['41', '38', '38']], ['221.183.90.94', ['63', '48', '42']], ['221.183.47.114', ['69', '43', '39']], ['117.177.219.17', ['63', '42', '41']], ['221.182.104.34', ['52', '47', '43']]]"
172.24.52.71,180.96.16.246,"[['192.168.13.1', ['6', '7', '5']], ['10.1.1.1', ['4', '1', '6']], ['61.148.29.225', ['9', '5', '3']], ['61.148.153.157', ['7', '3', '7']], ['61.148.4.237', ['5', '7', '3']], ['125.33.186.17', ['7', '*', '11']], ['219.158.116.114', ['42', '25', '31']], ['219.158.20.158', ['47', '49', '32']], ['202.102.73.30', ['*', '29', '26']], ['180.96.48.10', ['*', '26', '25']], ['180.96.15.182', ['34', '30', '26']]]"
172.24.52.71,60.191.28.6,"[['192.168.13.1', ['97', '78', '35']], ['10.1.1.1', ['3', '2', '6']], ['61.148.29.225', ['6', '3', '2']], ['61.148.153.149', ['4', '2', '2']], ['202.106.36.145', ['*', '10', '*']], ['61.149.203.185', ['*', '*', '6']], ['219.158.14.6', ['*', '57', '33']], ['219.158.119.18', ['62', '36', '38']], ['202.97.78.21', ['*', '*', '38']], ['61.164.24.102', ['35', '34', '*']], ['61.164.23.201', ['40', '40', '43']], ['60.191.28.6', ['40', '59', '38']]]"
172.24.52.71,125.64.42.58,"[['192.168.13.1', ['15', '6', '5']], ['10.1.1.1', ['1', '1', '1']], ['61.148.29.225', ['5', '2', '2']], ['61.148.153.149', ['3', '3', '3']], ['61.149.203.205', ['40', '8', '4']], ['219.158.99.22', ['54', '44', '43']], ['202.97.95.33', ['35', '35', '38']], ['118.112.255.2', ['*', '44', '*']], ['125.64.29.106', ['38', '40', '39']], ['182.140.208.134', ['41', '36', '38']], ['125.64.42.58', ['59', '36', '36']]]"
172.24.52.71,202.202.2.6,"[['192.168.13.1', ['11', '5', '11']], ['10.1.1.1', ['6', '11', '2']], ['202.112.5.229', ['4', '2', '3']], ['101.4.113.233', ['16', '6', '3']], ['101.4.115.202', ['25', '27', '32']], ['101.4.112.29', ['41', '40', '49']], ['101.4.115.62', ['41', '44', '46']], ['202.202.216.2', ['50', '*', '43']], ['202.202.0.129', ['61', '39', '40']], ['202.202.2.6', ['54', '47', '53']]]"
172.24.52.71,111.53.97.20,"[['192.168.13.1', ['25', '11', '13']], ['10.1.1.1', ['3', '2', '5']], ['61.148.29.225', ['2', '3', '2']], ['61.148.153.149', ['37', '28', '10']], ['61.148.4.213', ['6', '3', '7']], ['125.33.186.9', ['81', '*', '*']], ['219.158.102.250', ['13', '13', '11']], ['219.158.19.114', ['10', '11', '*']], ['221.183.68.209', ['19', '14', '13']], ['221.183.97.237', ['43', '17', '19']], ['221.180.30.166', ['30', '26', '22']], ['183.203.236.26', ['18', '21', '27']], ['111.53.97.18', ['23', '*', '23']], ['111.53.97.17', ['54', '31', '20']], ['111.53.97.18', ['19', '20', '18']], ['111.53.97.17', ['22', '22', '22']], ['111.53.97.18', ['26', '19', '18']], ['111.53.97.17', ['27', '31', '27']], ['111.53.97.18', ['21', '20', '20']], ['111.53.97.17', ['28', '33', '24']], ['111.53.97.18', ['*', '27', '21']], ['111.53.97.17', ['28', '47', '26']], ['111.53.97.18', ['26', '24', '*']], ['111.53.97.17', ['43', '25', '26']], ['111.53.97.18', ['25', '22', '67']], ['111.53.97.17', ['30', '26', '27']], ['111.53.97.18', ['22', '25', '24']], ['111.53.97.17', ['27', '27', '26']]]"
172.24.52.71,110.189.108.9,"[['192.168.13.1', ['5', '7', '7']], ['10.1.1.1', ['2', '1', '1']], ['61.148.29.225', ['4', '5', '5']], ['61.148.153.157', ['10', '3', '7']], ['125.33.186.45', ['*', '*', '5']], ['219.158.98.46', ['68', '43', '39']], ['219.158.110.254', ['68', '38', '38']], ['202.97.95.61', ['*', '*', '42']], ['171.208.196.110', ['38', '37', '37']], ['182.134.236.158', ['56', '42', '37']]]"
172.24.52.71,218.26.154.195,"[['192.168.13.1', ['45', '149', '223']], ['10.1.1.1', ['8', '1', '3']], ['61.148.29.225', ['3', '3', '2']], ['61.148.153.157', ['6', '12', '9']], ['219.158.105.98', ['19', '11', '12']], ['218.26.151.162', ['10', '14', '*']], ['218.26.128.202', ['45', '17', '10']], ['218.26.154.195', ['13', '13', '12']]]"
172.24.52.71,210.26.98.214,"[['192.168.13.1', ['6', '7', '5']], ['10.1.1.1', ['2', '1', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['10', '8', '4']], ['101.4.112.14', ['*', '*', '22']], ['101.4.117.78', ['31', '29', '31']], ['101.4.117.222', ['32', '29', '32']]]"
172.24.52.71,221.236.78.41,"[['192.168.13.1', ['4', '5', '5']], ['10.1.1.1', ['2', '6', '2']], ['61.148.29.225', ['17', '2', '3']], ['61.148.153.157', ['5', '7', '8']], ['125.33.186.233', ['*', '17', '*']], ['219.158.110.210', ['69', '40', '63']], ['219.158.112.230', ['33', '38', '32']], ['202.97.95.57', ['56', '38', '34']], ['171.208.198.214', ['45', '40', '43']], ['220.166.110.110', ['59', '46', '42']], ['221.236.78.41', ['52', '43', '45']]]"
172.24.52.71,222.180.23.211,"[['192.168.13.1', ['29', '6', '4']], ['10.1.1.1', ['2', '9', '7']], ['61.148.29.225', ['6', '7', '9']], ['61.148.153.157', ['39', '6', '7']], ['61.148.158.69', ['*', '12', '*']], ['202.96.12.21', ['24', '4', '4']], ['219.158.109.234', ['46', '47', '55']], ['219.158.106.238', ['50', '31', '32']], ['222.176.9.169', ['116', '35', '33']], ['222.176.88.66', ['34', '43', '41']], ['222.176.18.146', ['53', '38', '36']], ['222.179.168.98', ['61', '40', '39']], ['222.180.23.210', ['55', '35', '56']]]"
172.24.52.71,58.64.190.91,"[['192.168.13.1', ['121', '124', '204']], ['10.1.1.1', ['3', '3', '2']], ['61.148.29.225', ['5', '3', '5']], ['61.148.153.149', ['5', '3', '2']], ['61.148.4.213', ['14', '7', '8']], ['61.149.203.45', ['12', '*', '10']], ['219.158.103.42', ['38', '40', '46']], ['219.158.103.26', ['73', '47', '47']], ['219.158.10.30', ['51', '50', '52']], ['219.158.33.30', ['70', '44', '44']], ['14.136.142.13', ['61', '61', '57']], ['113.10.229.161', ['55', '50', '48']], ['113.10.229.67', ['44', '44', '43']], ['113.10.230.38', ['48', '68', '49']], ['58.64.160.85', ['*', '56', '50']]]"
172.24.52.71,111.53.195.130,"[['192.168.13.1', ['9', '8', '23']], ['10.1.1.1', ['5', '2', '2']], ['61.148.29.225', ['17', '7', '12']], ['61.148.153.149', ['23', '3', '3']], ['219.232.11.29', ['34', '*', '*']], ['219.158.101.110', ['74', '44', '15']], ['219.158.19.230', ['12', '*', '13']], ['221.183.68.213', ['39', '19', '17']], ['221.183.97.237', ['25', '16', '16']], ['221.180.31.66', ['23', '19', '34']], ['211.142.28.170', ['17', '17', '16']], ['111.53.195.130', ['19', '16', '23']]]"
